acct_id,dsply_nm,type,acct_stat,acct_rptng_crncy,prior_sar_count,branch_id,open_dt,close_dt,initial_deposit,tx_behavior_id,bank_id,first_name,last_name,street_addr,city,state,country,zip,gender,birth_date,ssn,lon,lat
40,C_40,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,114.28,1,bank,,,,,,US,,,,,,
41,C_41,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,49357.79,1,bank,,,,,,US,,,,,,
42,C_42,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,86760.28,1,bank,,,,,,US,,,,,,
43,C_43,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,24391.09,1,bank,,,,,,US,,,,,,
44,C_44,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,32520.44,1,bank,,,,,,US,,,,,,
45,C_45,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87047.12,1,bank,,,,,,US,,,,,,
46,C_46,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,19106.71,1,bank,,,,,,US,,,,,,
47,C_47,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56751.07,1,bank,,,,,,US,,,,,,
48,C_48,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,23861.59,1,bank,,,,,,US,,,,,,
49,C_49,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96754.03,1,bank,,,,,,US,,,,,,
50,C_50,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80317.95,1,bank,,,,,,US,,,,,,
51,C_51,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,44796.96,1,bank,,,,,,US,,,,,,
52,C_52,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,8044.58,1,bank,,,,,,US,,,,,,
53,C_53,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,32005.46,1,bank,,,,,,US,,,,,,
54,C_54,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50794.06,1,bank,,,,,,US,,,,,,
55,C_55,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93283.38,1,bank,,,,,,US,,,,,,
56,C_56,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,10905.78,1,bank,,,,,,US,,,,,,
57,C_57,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,55126.72,1,bank,,,,,,US,,,,,,
58,C_58,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70656.14,1,bank,,,,,,US,,,,,,
59,C_59,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54744.09,1,bank,,,,,,US,,,,,,
60,C_60,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81446.69,1,bank,,,,,,US,,,,,,
61,C_61,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54028.36,1,bank,,,,,,US,,,,,,
62,C_62,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96383.85,1,bank,,,,,,US,,,,,,
63,C_63,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60318.56,1,bank,,,,,,US,,,,,,
64,C_64,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58761.71,1,bank,,,,,,US,,,,,,
65,C_65,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,44498.90,1,bank,,,,,,US,,,,,,
66,C_66,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59628.69,1,bank,,,,,,US,,,,,,
67,C_67,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,38490.11,1,bank,,,,,,US,,,,,,
68,C_68,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57565.10,1,bank,,,,,,US,,,,,,
69,C_69,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,29032.95,1,bank,,,,,,US,,,,,,
70,C_70,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,18939.13,1,bank,,,,,,US,,,,,,
71,C_71,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,18672.95,1,bank,,,,,,US,,,,,,
72,C_72,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61277.32,1,bank,,,,,,US,,,,,,
73,C_73,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65665.94,1,bank,,,,,,US,,,,,,
74,C_74,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,47653.10,1,bank,,,,,,US,,,,,,
75,C_75,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,8982.44,1,bank,,,,,,US,,,,,,
76,C_76,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,75760.39,1,bank,,,,,,US,,,,,,
77,C_77,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,87677.04,1,bank,,,,,,US,,,,,,
78,C_78,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92338.10,1,bank,,,,,,US,,,,,,
79,C_79,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84246.02,1,bank,,,,,,US,,,,,,
80,C_80,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89817.31,1,bank,,,,,,US,,,,,,
81,C_81,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,92308.24,1,bank,,,,,,US,,,,,,
82,C_82,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,54059.99,1,bank,,,,,,US,,,,,,
83,C_83,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,39129.61,1,bank,,,,,,US,,,,,,
84,C_84,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,70528.34,1,bank,,,,,,US,,,,,,
85,C_85,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,27563.41,1,bank,,,,,,US,,,,,,
86,C_86,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81162.87,1,bank,,,,,,US,,,,,,
87,C_87,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84948.60,1,bank,,,,,,US,,,,,,
88,C_88,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,89503.90,1,bank,,,,,,US,,,,,,
89,C_89,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,58980.12,1,bank,,,,,,US,,,,,,
90,C_90,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94976.49,1,bank,,,,,,US,,,,,,
91,C_91,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57969.50,1,bank,,,,,,US,,,,,,
92,C_92,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,45056.31,1,bank,,,,,,US,,,,,,
93,C_93,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,66024.54,1,bank,,,,,,US,,,,,,
94,C_94,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,99625.78,1,bank,,,,,,US,,,,,,
95,C_95,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91694.12,1,bank,,,,,,US,,,,,,
96,C_96,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79332.51,1,bank,,,,,,US,,,,,,
97,C_97,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,8237.30,1,bank,,,,,,US,,,,,,
98,C_98,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,61278.31,1,bank,,,,,,US,,,,,,
99,C_99,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,48644.42,1,bank,,,,,,US,,,,,,
100,C_100,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63014.73,1,bank,,,,,,US,,,,,,
101,C_101,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84507.76,1,bank,,,,,,US,,,,,,
102,C_102,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,24303.56,1,bank,,,,,,US,,,,,,
103,C_103,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73148.92,1,bank,,,,,,US,,,,,,
104,C_104,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,11713.43,1,bank,,,,,,US,,,,,,
105,C_105,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,22046.05,1,bank,,,,,,US,,,,,,
106,C_106,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,79458.30,1,bank,,,,,,US,,,,,,
107,C_107,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,33253.61,1,bank,,,,,,US,,,,,,
108,C_108,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,81591.31,1,bank,,,,,,US,,,,,,
109,C_109,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,10060.75,1,bank,,,,,,US,,,,,,
110,C_110,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,14635.85,1,bank,,,,,,US,,,,,,
111,C_111,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,69767.06,1,bank,,,,,,US,,,,,,
112,C_112,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,4523.41,1,bank,,,,,,US,,,,,,
113,C_113,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57386.60,1,bank,,,,,,US,,,,,,
114,C_114,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91001.60,1,bank,,,,,,US,,,,,,
115,C_115,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,53419.80,1,bank,,,,,,US,,,,,,
116,C_116,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,68058.91,1,bank,,,,,,US,,,,,,
117,C_117,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,2669.68,1,bank,,,,,,US,,,,,,
118,C_118,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63499.99,1,bank,,,,,,US,,,,,,
119,C_119,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,60633.84,1,bank,,,,,,US,,,,,,
120,C_120,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,57595.29,1,bank,,,,,,US,,,,,,
121,C_121,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,39120.94,1,bank,,,,,,US,,,,,,
122,C_122,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,37013.99,1,bank,,,,,,US,,,,,,
123,C_123,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98051.67,1,bank,,,,,,US,,,,,,
124,C_124,SAV,A,USD,true,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,3639.20,1,bank,,,,,,US,,,,,,
125,C_125,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,2163.65,1,bank,,,,,,US,,,,,,
126,C_126,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96103.13,1,bank,,,,,,US,,,,,,
127,C_127,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,18497.19,1,bank,,,,,,US,,,,,,
128,C_128,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,12389.52,1,bank,,,,,,US,,,,,,
129,C_129,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,21057.65,1,bank,,,,,,US,,,,,,
130,C_130,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,80074.66,1,bank,,,,,,US,,,,,,
131,C_131,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,93696.92,1,bank,,,,,,US,,,,,,
132,C_132,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,2278.26,1,bank,,,,,,US,,,,,,
133,C_133,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,42561.88,1,bank,,,,,,US,,,,,,
134,C_134,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,10150.02,1,bank,,,,,,US,,,,,,
135,C_135,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,25991.99,1,bank,,,,,,US,,,,,,
136,C_136,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,22082.93,1,bank,,,,,,US,,,,,,
137,C_137,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,64692.57,1,bank,,,,,,US,,,,,,
138,C_138,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,35029.40,1,bank,,,,,,US,,,,,,
139,C_139,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,18031.79,1,bank,,,,,,US,,,,,,
140,C_140,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50363.65,1,bank,,,,,,US,,,,,,
141,C_141,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,3937.87,1,bank,,,,,,US,,,,,,
142,C_142,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,10092.12,1,bank,,,,,,US,,,,,,
143,C_143,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,98823.51,1,bank,,,,,,US,,,,,,
144,C_144,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,19935.58,1,bank,,,,,,US,,,,,,
145,C_145,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,35855.53,1,bank,,,,,,US,,,,,,
146,C_146,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,73159.83,1,bank,,,,,,US,,,,,,
147,C_147,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83832.66,1,bank,,,,,,US,,,,,,
148,C_148,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,91848.21,1,bank,,,,,,US,,,,,,
149,C_149,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,16942.46,1,bank,,,,,,US,,,,,,
150,C_150,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67264.06,1,bank,,,,,,US,,,,,,
151,C_151,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,96654.89,1,bank,,,,,,US,,,,,,
152,C_152,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,5805.09,1,bank,,,,,,US,,,,,,
153,C_153,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,67620.18,1,bank,,,,,,US,,,,,,
154,C_154,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,84542.46,1,bank,,,,,,US,,,,,,
155,C_155,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,34231.25,1,bank,,,,,,US,,,,,,
156,C_156,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,25068.73,1,bank,,,,,,US,,,,,,
157,C_157,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,59679.14,1,bank,,,,,,US,,,,,,
158,C_158,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,44231.40,1,bank,,,,,,US,,,,,,
159,C_159,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,17481.95,1,bank,,,,,,US,,,,,,
160,C_160,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,47162.54,1,bank,,,,,,US,,,,,,
161,C_161,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,40990.54,1,bank,,,,,,US,,,,,,
162,C_162,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56911.27,1,bank,,,,,,US,,,,,,
163,C_163,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,50860.01,1,bank,,,,,,US,,,,,,
164,C_164,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,31144.60,1,bank,,,,,,US,,,,,,
165,C_165,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,35715.17,1,bank,,,,,,US,,,,,,
166,C_166,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,83766.12,1,bank,,,,,,US,,,,,,
167,C_167,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,25093.27,1,bank,,,,,,US,,,,,,
168,C_168,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,56060.02,1,bank,,,,,,US,,,,,,
169,C_169,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,1243.63,1,bank,,,,,,US,,,,,,
170,C_170,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,74157.44,1,bank,,,,,,US,,,,,,
171,C_171,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,33591.66,1,bank,,,,,,US,,,,,,
172,C_172,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,4569.65,1,bank,,,,,,US,,,,,,
173,C_173,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,28088.32,1,bank,,,,,,US,,,,,,
174,C_174,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,24013.04,1,bank,,,,,,US,,,,,,
175,C_175,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,95312.93,1,bank,,,,,,US,,,,,,
176,C_176,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,35222.56,1,bank,,,,,,US,,,,,,
177,C_177,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,28787.79,1,bank,,,,,,US,,,,,,
178,C_178,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,35920.12,1,bank,,,,,,US,,,,,,
179,C_179,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,94690.58,1,bank,,,,,,US,,,,,,
180,C_180,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63374.79,1,bank,,,,,,US,,,,,,
181,C_181,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,62107.68,1,bank,,,,,,US,,,,,,
182,C_182,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,71561.94,1,bank,,,,,,US,,,,,,
183,C_183,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,38801.72,1,bank,,,,,,US,,,,,,
184,C_184,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,41441.80,1,bank,,,,,,US,,,,,,
185,C_185,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,65083.29,1,bank,,,,,,US,,,,,,
186,C_186,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,152.42,1,bank,,,,,,US,,,,,,
187,C_187,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,19230.95,1,bank,,,,,,US,,,,,,
188,C_188,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,33440.17,1,bank,,,,,,US,,,,,,
189,C_189,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,23941.60,1,bank,,,,,,US,,,,,,
190,C_190,SAV,A,USD,false,1,2017-01-01T00:00:00Z,4754-11-29T00:00:00Z,63739.94,1,bank,,,,,,US,,,,,,
